sample_id,text_prompt,category,style,quality_level,color_palette,aspect_ratio,prompt_length,word_count,complexity_score,text_sentiment,text_clarity,text_specificity,image_width,image_height,image_channels,color_depth,noise_level,sharpness_score,brightness,contrast,saturation,hue_variance,edge_density,texture_score,composition_score,aesthetic_score,clip_score,fid_score,inception_score,ssim_score,psnr_score,generation_time_img,gpu_memory_img,inference_steps,guidance_scale,seed_value,video_fps,video_duration,total_frames,video_width,video_height,video_bitrate,compression_ratio,motion_score,temporal_consistency,scene_coherence,transition_type,video_quality_score,optical_flow_score,video_sentiment,generation_time_vid,gpu_memory_vid,model_version,batch_size,learning_rate,epoch_trained,training_loss,validation_loss,perceptual_loss,adversarial_loss,user_rating,expert_rating,human_preference_score,prompt_adherence,creative_score,technical_quality,dataset_split,overall_quality_score,quality_label,quality_class
45,A dramatic urban street in morning light,fashion,sketch,low,dark,3:2,66,38,0.3963,0.8449,0.8982,0.5976,512,256,3,8,0.3088,0.9025,0.3629,0.352,0.9196,0.7035,0.511,0.948,0.4929,0.8584,0.9571,7.9837,6.8557,0.7848,46.7328,27.3087,2.7864,51,14.8654,137640,30,40.1,207,1920,480,2837,0.7848,0.4367,0.8434,0.7719,dissolve,0.6203,0.3226,0.0848,62.5079,27.4831,v1.0,4,1e-05,470,0.758276,1.222821,0.224619,2.386106,4.19,3.31,0.002,0.5525,0.3439,0.9669,train,0.8641,1,very_high
46,A dramatic tropical beach during eclipse,nature,sketch,professional,warm,4:3,182,37,0.1948,-0.6147,0.7876,0.2371,768,1280,3,8,0.276,0.3475,0.6446,0.4871,0.3727,0.5183,0.5833,0.2534,0.527,0.4254,0.6808,45.8618,3.8696,0.9549,32.4282,21.3738,14.5199,20,16.1998,883947,60,51.2,1202,1920,720,6993,0.1631,0.3034,0.7364,0.7051,fade,0.5718,0.9584,-0.5159,114.739,8.0508,v2.1,4,0.0001,10,1.978011,1.059016,1.27428,2.281217,3.64,4.32,0.5775,0.8148,0.7862,0.6816,train,0.6455,0,medium
47,A serene night sky under stars,portrait,artistic,low,dark,16:9,38,5,0.4912,-0.6145,0.7517,0.6933,1920,1080,3,8,0.2035,0.8637,0.2894,0.4748,0.8021,0.8361,0.3176,0.3251,0.8107,0.2147,0.7564,86.1268,6.8616,0.5573,29.3376,27.6237,18.915,84,2.3019,499869,24,55.26,1102,1080,1080,3335,0.5971,0.5957,0.9783,0.575,fade,0.7678,0.9094,-0.3054,46.8355,41.224,v1.5,4,1e-05,469,0.441578,0.956297,1.472284,1.509124,2.86,1.11,0.4403,0.6994,0.6428,0.9937,train,0.6708,0,medium
48,A dynamic waterfall at sunset,architecture,vintage,professional,neutral,4:3,102,39,0.677,0.9649,0.8925,0.7613,768,1024,3,8,0.3915,0.5015,0.479,0.7091,0.9188,0.3902,0.7068,0.9148,0.3067,0.7895,0.4969,197.5164,1.3329,0.814,31.7746,11.8606,19.3433,34,18.7964,407993,12,21.77,145,480,1080,2409,0.3768,0.2218,0.9299,0.88,pan,0.5261,0.2334,-0.5039,11.6388,29.546,v2.0,1,1e-05,46,0.691965,0.347569,0.127845,2.756284,3.01,3.24,0.4169,0.9007,0.8435,0.6596,test,0.7645,1,high
49,An amazing old castle in blue hour,technology,artistic,low,dark,9:16,116,14,0.5753,0.1063,0.8139,0.7789,768,1280,3,16,0.3984,0.9429,0.625,0.5178,0.5247,0.7864,0.1022,0.8275,0.8572,0.4519,0.7814,141.2102,6.6607,0.8863,38.5174,1.7841,4.8808,28,18.6466,759868,12,38.17,726,1080,720,5829,0.1404,0.9464,0.8193,0.9184,zoom,0.9929,0.5085,-0.6616,127.7784,12.4126,v2.1,1,0.0005,356,1.627837,1.020393,1.413059,2.983485,4.45,2.82,0.0882,0.9511,0.8875,0.9803,test,0.7919,1,high
50,A vibrant flower garden in rain,food,modern,professional,pastel,16:9,198,23,0.1263,-0.0333,0.5386,0.9409,256,256,3,8,0.3608,0.6475,0.3044,0.4073,0.4509,0.1993,0.3048,0.732,0.4513,0.6316,0.8187,109.317,3.0588,0.5035,44.1867,21.3161,18.9255,51,17.3305,156148,30,42.38,354,1080,480,5274,0.8496,0.7132,0.5341,0.9983,pan,0.7255,0.8444,0.0399,196.5764,8.2265,v2.0,8,1e-05,21,0.272663,1.334176,0.490944,2.722702,2.01,2.21,0.2681,0.9061,0.2022,0.5576,train,0.7314,1,medium
51,An amazing desert dunes at dawn,abstract,sketch,professional,dark,21:9,118,15,0.6212,0.7012,0.6573,0.6537,512,1280,3,32,0.0863,0.406,0.4582,0.9481,0.4415,0.1066,0.291,0.8437,0.4061,0.849,0.6559,62.5729,2.6241,0.7428,30.8887,20.4237,6.0871,19,4.7075,737334,60,39.15,1455,1920,480,4687,0.8696,0.9216,0.7728,0.7329,wipe,0.934,0.6443,-0.4172,103.4505,40.4938,v1.0,2,1e-05,272,1.157489,1.857183,0.600839,1.39252,4.96,2.09,0.9885,0.9461,0.7583,0.3694,test,0.683,1,medium
52,A stunning autumn forest at sunset,landscape,photorealistic,professional,warm,16:9,167,39,0.3088,0.6995,0.811,0.5195,1024,512,3,8,0.1844,0.995,0.5747,0.3356,0.5592,0.2672,0.1894,0.6724,0.4337,0.3098,0.7542,142.6196,4.7347,0.7511,27.3492,22.9927,8.0963,40,7.7896,871814,24,32.86,1661,720,720,9967,0.1922,0.0446,0.5892,0.5314,pan,0.7712,0.3513,-0.7904,145.4114,26.1824,v2.0,1,0.001,263,0.153683,1.806928,0.909062,2.470368,4.69,1.96,0.9523,0.8857,0.7415,0.8627,train,0.6473,0,medium
53,A vibrant night sky during storm,architecture,sketch,professional,pastel,16:9,48,6,0.4073,-0.6468,0.9519,0.5523,256,1080,3,8,0.4551,0.4431,0.7204,0.7553,0.3953,0.4659,0.3734,0.6184,0.4611,0.8273,0.4413,98.65,3.479,0.7103,41.9962,17.4428,11.3761,50,16.1695,793201,24,45.1,1511,1080,480,1057,0.4268,0.1582,0.6341,0.5545,pan,0.3571,0.2575,0.41,7.9521,43.1384,v1.5,8,0.001,279,1.984811,0.761578,0.566069,0.911923,3.79,2.89,0.5464,0.974,0.2412,0.6963,train,0.7218,1,medium
54,A dynamic canyon view in morning light,portrait,cartoon,high,warm,4:3,147,7,0.381,-0.6529,0.9665,0.3894,256,256,3,8,0.2334,0.4916,0.2323,0.5295,0.8951,0.9765,0.7155,0.3015,0.9049,0.6091,0.4045,136.3041,3.624,0.5011,28.4086,21.8236,23.2459,94,12.3661,522182,24,37.49,661,1080,480,4916,0.8765,0.3401,0.6646,0.5062,zoom,0.9943,0.7925,-0.0038,275.3125,4.1904,v1.5,4,0.0001,125,0.147622,1.988721,1.358739,1.782436,2.76,4.44,0.7841,0.7644,0.8869,0.6602,train,0.6003,0,low
55,A vibrant waterfall in blue hour,food,oil_painting,low,monochrome,3:2,91,19,0.8727,0.5905,0.9195,0.1515,768,512,3,32,0.2611,0.67,0.3205,0.7607,0.5327,0.6343,0.2894,0.7665,0.8369,0.2608,0.5994,154.7652,7.5873,0.9624,41.501,15.5645,12.2425,68,13.6716,451719,24,41.68,112,720,720,3842,0.3187,0.5332,0.7673,0.8836,zoom,0.4841,0.1889,0.9114,163.1236,23.4724,v2.0,1,1e-05,169,0.3531,0.086778,0.936509,0.352314,3.32,3.51,0.6307,0.6746,0.7996,0.6913,train,0.6142,0,low
56,A colorful ocean view during storm,architecture,digital_art,professional,monochrome,3:2,84,32,0.1428,0.5713,0.6272,0.7457,768,512,3,16,0.4104,0.3186,0.4504,0.6139,0.1221,0.0079,0.4131,0.5763,0.5509,0.8638,0.935,27.6784,5.8026,0.8773,36.0779,6.5047,21.3395,25,1.528,715487,24,33.33,1252,1080,480,1382,0.165,0.8966,0.5933,0.4337,fade,0.6884,0.3422,0.9175,238.986,41.7607,v2.0,2,1e-05,127,1.137042,0.15299,0.175411,0.277263,1.87,4.04,0.8786,0.9365,0.9925,0.5947,train,0.7643,1,high
57,A realistic flower garden during storm,portrait,vintage,medium,cool,3:2,57,6,0.4132,-0.5496,0.7367,0.1179,1280,1280,3,16,0.4692,0.8784,0.2439,0.9836,0.3917,0.7358,0.3709,0.9794,0.4442,0.8546,0.4578,128.9149,7.0309,0.8589,36.6345,14.8384,18.62,72,3.8983,99019,24,8.01,709,720,1080,7836,0.5751,0.3204,0.5241,0.917,cut,0.8751,0.6648,0.4088,104.4737,8.07,v3.0,1,1e-05,226,1.542295,2.262747,0.059058,0.316347,2.57,4.44,0.4264,0.7025,0.4093,0.686,train,0.6571,0,medium
58,A dynamic flower garden in blue hour,animals,artistic,ultra,cool,3:2,196,34,0.4553,0.683,0.7167,0.1577,1280,768,3,16,0.4681,0.6164,0.5565,0.4189,0.3975,0.0037,0.5871,0.2742,0.5756,0.4562,0.5962,36.1057,6.5461,0.6359,36.5802,9.1988,20.4932,55,2.7143,969352,30,43.13,1347,1080,360,3833,0.1584,0.3161,0.7022,0.931,cut,0.5473,0.3869,0.9861,109.4481,40.4683,v2.1,8,5e-05,57,0.294674,0.227797,0.543927,2.646914,1.8,2.26,0.7438,0.8339,0.4231,0.8394,train,0.6711,0,medium
59,A beautiful urban street in rain,animals,oil_painting,medium,pastel,3:2,143,9,0.657,-0.0399,0.7193,0.4007,512,512,3,8,0.1276,0.5457,0.7852,0.4095,0.7861,0.4363,0.5207,0.6242,0.4426,0.5446,0.9213,71.1001,2.0222,0.6332,39.7373,12.1797,2.2766,73,14.4309,980104,24,49.02,1475,1080,720,2694,0.3546,0.5638,0.8721,0.5833,pan,0.5602,0.5227,-0.6845,28.6553,25.7513,v2.1,4,0.0005,188,1.280815,1.203798,1.014204,0.918247,1.21,2.38,0.5321,0.9471,0.5431,0.7351,validation,0.7882,1,high
60,A serene mountain landscape in morning light,fashion,oil_painting,medium,monochrome,9:16,113,10,0.8101,-0.06,0.5249,0.938,512,512,3,32,0.0364,0.608,0.6084,0.5047,0.8128,0.2,0.3841,0.6067,0.9856,0.9625,0.9297,181.7384,2.0251,0.9542,41.9189,22.0523,12.4614,62,17.7914,227775,30,10.53,1158,480,1080,3175,0.3885,0.2674,0.5007,0.7552,wipe,0.6626,0.2998,0.5387,53.7952,25.3521,v2.0,1,0.001,183,0.787222,2.438759,0.225181,1.999075,3.77,1.82,0.1363,0.6466,0.7738,0.6127,train,0.7128,1,medium
61,A realistic canyon view under stars,architecture,cinematic,high,cool,1:1,175,9,0.7549,0.9714,0.5868,0.5348,1024,256,3,8,0.2596,0.9784,0.8486,0.4687,0.8768,0.4031,0.6762,0.9165,0.9193,0.9277,0.893,45.9832,4.5358,0.7062,40.3643,25.7116,14.2789,96,1.1284,645896,12,58.04,1378,720,1080,2198,0.7834,0.8744,0.6705,0.6338,cut,0.8327,0.3945,-0.7266,109.5804,25.7443,v2.0,16,0.0001,472,0.891796,0.690328,1.212125,0.038218,3.51,3.22,0.7477,0.9785,0.7077,0.9854,train,0.8456,1,very_high
62,A detailed mountain landscape in fog,animals,watercolor,low,cool,21:9,52,16,0.7774,0.0384,0.5766,0.2937,256,1080,3,8,0.3486,0.6448,0.576,0.8107,0.9289,0.2633,0.2438,0.7056,0.7057,0.6283,0.918,180.108,2.6291,0.6195,20.3192,23.8593,4.9619,63,13.1469,478356,60,7.8,1486,1920,1080,9469,0.4182,0.3488,0.8722,0.4023,pan,0.5946,0.9977,-0.6949,144.8589,45.0522,v1.0,1,5e-05,153,0.623182,1.746669,0.420194,1.882949,3.36,1.44,0.9805,0.6353,0.5763,0.6477,train,0.6913,1,medium
63,A colorful city skyline in morning light,portrait,cinematic,high,neutral,16:9,32,8,0.2731,-0.7259,0.8086,0.9073,768,768,3,16,0.3841,0.827,0.5754,0.6571,0.8429,0.6137,0.2131,0.3285,0.9753,0.2998,0.5308,101.3415,1.2378,0.5436,40.1372,25.3676,22.3126,32,16.203,93524,60,6.91,580,1080,720,3407,0.4295,0.9184,0.7236,0.4894,zoom,0.6266,0.9803,0.7529,148.6621,24.5978,v3.0,2,0.0005,360,1.602953,2.456214,0.110062,0.361447,2.11,1.34,0.2507,0.7044,0.6566,0.7266,train,0.5914,0,low
64,A serene waterfall in morning light,fashion,cinematic,low,warm,1:1,191,28,0.9206,-0.4397,0.7059,0.6145,768,1024,3,8,0.3329,0.3106,0.7754,0.61,0.3531,0.047,0.5228,0.6735,0.8955,0.4276,0.6841,93.1148,4.7641,0.8718,46.1154,21.4351,1.8951,55,13.5259,373548,30,41.58,276,1920,480,9643,0.5827,0.0124,0.7001,0.624,pan,0.3724,0.2772,-0.8609,105.7735,5.2046,v1.0,16,0.0001,495,0.194588,0.868518,0.217577,0.285567,2.2,4.46,0.2379,0.6944,0.3119,0.9263,train,0.6813,0,medium
65,A dynamic flower garden during storm,portrait,digital_art,professional,cool,9:16,120,29,0.4727,-0.3326,0.6622,0.4328,512,512,3,16,0.0444,0.8289,0.8724,0.5919,0.4331,0.1404,0.2541,0.8186,0.6124,0.2589,0.7605,176.5533,9.3327,0.6775,39.8535,22.8637,7.4953,83,2.3386,543450,24,13.72,772,480,1080,9650,0.5721,0.8179,0.8881,0.5267,none,0.4645,0.1402,0.7713,8.5567,22.0472,v2.0,1,1e-05,71,1.320544,0.139815,1.079846,2.307021,4.01,2.29,0.9228,0.5478,0.7261,0.5255,validation,0.5654,0,low
66,A stunning old castle in golden hour,fashion,cartoon,high,pastel,3:2,199,30,0.11,0.9169,0.722,0.7441,1280,256,3,8,0.1672,0.3664,0.8269,0.7115,0.6081,0.1068,0.3187,0.2279,0.393,0.717,0.9376,26.5911,1.5106,0.8166,43.017,22.1707,20.0911,16,7.8894,305187,24,41.9,1046,1920,1080,7830,0.2102,0.7933,0.6678,0.8707,none,0.3615,0.2346,0.9486,58.6358,20.2253,v1.0,1,1e-05,408,1.631062,0.723684,0.118641,1.14205,3.36,1.47,0.2727,0.8063,0.2922,0.4144,train,0.7201,1,medium
67,A dynamic forest scene under stars,architecture,sketch,ultra,neutral,9:16,146,37,0.7013,-0.4719,0.6621,0.497,1920,1280,3,8,0.003,0.8556,0.3152,0.9952,0.1618,0.8941,0.331,0.7634,0.8754,0.9242,0.771,27.9295,2.1472,0.6072,31.0296,23.2426,12.0764,20,6.9991,165038,12,22.11,1677,480,720,5533,0.6246,0.7847,0.8239,0.9115,pan,0.6518,0.7993,-0.7773,110.9567,46.7489,v3.0,4,0.0001,274,1.136598,1.36482,0.806479,2.400376,1.64,3.06,0.2106,0.5519,0.4812,0.509,train,0.7387,1,high
68,A dynamic waterfall during eclipse,food,cinematic,low,monochrome,21:9,96,25,0.6436,-0.1392,0.8787,0.757,1024,256,3,8,0.3966,0.9429,0.8966,0.7443,0.7861,0.3717,0.4199,0.2468,0.458,0.5306,0.4477,177.9852,3.8904,0.7724,48.8847,27.5135,14.3576,67,18.712,174718,30,19.58,1382,1080,480,5537,0.6295,0.8611,0.9029,0.4734,pan,0.9788,0.825,0.5978,169.3445,11.1746,v1.0,1,0.0005,464,0.476988,1.9119,0.640488,2.395483,3.33,3.8,0.0388,0.5815,0.5149,0.953,test,0.6512,0,medium
69,A dramatic ocean view in blue hour,technology,modern,high,cool,21:9,140,27,0.2134,0.4993,0.5835,0.2965,1920,768,3,8,0.0427,0.4638,0.4477,0.8809,0.5303,0.6361,0.8127,0.5989,0.4168,0.9916,0.5068,14.1521,6.3358,0.9664,40.4971,27.4112,6.3154,85,17.8449,956511,24,36.94,1339,720,720,4086,0.2303,0.5904,0.7992,0.7154,cut,0.5634,0.382,0.337,231.2382,21.9265,v1.0,1,5e-05,368,1.177769,1.438677,0.697959,2.22732,4.33,1.64,0.5534,0.9014,0.7606,0.9324,train,0.7717,1,high
70,A detailed futuristic city under stars,sports,sketch,ultra,dark,9:16,188,16,0.9639,-0.4518,0.5281,0.2352,256,256,3,8,0.3005,0.494,0.4335,0.7381,0.9329,0.8569,0.3585,0.3386,0.3796,0.4213,0.6033,45.1657,3.1805,0.8255,26.7348,27.6141,18.8639,21,16.9058,858816,24,54.98,93,1080,480,7529,0.6558,0.5978,0.6192,0.5396,dissolve,0.6141,0.399,-0.9924,186.0029,24.9437,v2.1,1,0.001,119,1.240493,2.106838,0.799723,0.578809,2.38,2.68,0.2903,0.6704,0.7249,0.9992,train,0.6293,0,low
71,A dramatic old castle in rain,food,cartoon,medium,monochrome,1:1,68,25,0.6054,0.4033,0.8254,0.5148,512,1024,3,8,0.1718,0.8656,0.7034,0.8783,0.7362,0.9891,0.4836,0.6204,0.4615,0.4805,0.4781,80.3598,7.6429,0.9637,27.6424,16.9273,22.3523,65,7.0386,25336,12,38.15,177,720,720,6805,0.6498,0.899,0.6165,0.8749,pan,0.5993,0.4301,0.3845,205.6246,29.9363,v3.0,8,0.0005,117,0.655807,1.205822,1.373592,1.52205,2.03,4.32,0.3545,0.7211,0.8236,0.378,train,0.5616,0,low
72,A serene canyon view in blue hour,nature,artistic,professional,pastel,16:9,129,17,0.5223,-0.585,0.6153,0.3876,1280,1280,3,16,0.2307,0.8493,0.5406,0.6745,0.7415,0.691,0.6021,0.5916,0.6068,0.9801,0.9696,19.6761,8.3545,0.9794,26.4621,23.7262,9.0221,68,1.1909,186784,12,15.04,1056,480,720,3353,0.2925,0.4936,0.5892,0.5276,dissolve,0.9953,0.7002,0.4926,244.5056,10.539,v2.1,2,0.0001,27,1.723932,0.035107,0.360432,2.914555,2.8,2.23,0.2084,0.5588,0.2662,0.8841,train,0.7486,1,high
73,A serene city skyline in fog,portrait,watercolor,professional,warm,4:3,154,37,0.4583,-0.515,0.8217,0.6446,1280,1280,3,32,0.1462,0.8551,0.2621,0.3636,0.2632,0.2877,0.877,0.7112,0.9119,0.8492,0.5805,74.349,6.2357,0.6771,33.8927,7.2508,22.717,27,12.0977,547661,24,10.97,162,1080,480,4321,0.3166,0.9789,0.7885,0.4521,pan,0.7937,0.6768,0.2277,8.995,23.1965,v2.1,1,0.001,128,0.348045,0.665122,0.467553,0.694872,1.63,1.75,0.4845,0.7154,0.6238,0.8484,train,0.7406,1,high
74,A detailed city skyline in rain,nature,sketch,medium,monochrome,4:3,55,10,0.2889,0.9727,0.5293,0.8099,256,1080,3,8,0.3695,0.8656,0.7841,0.5901,0.9625,0.981,0.1682,0.8416,0.5036,0.8692,0.7986,76.8372,2.8329,0.9188,25.7907,2.019,20.1989,74,10.716,655981,24,22.44,609,720,1080,5689,0.5878,0.2764,0.9774,0.9257,cut,0.9234,0.1431,0.1773,33.8101,8.8031,v2.1,16,0.0001,25,1.595137,1.071495,0.359843,1.410091,2.31,1.46,0.553,0.7333,0.4866,0.8107,test,0.8235,1,high
75,A beautiful urban street in blue hour,food,vintage,high,dark,21:9,112,16,0.9575,-0.2621,0.6235,0.9114,256,512,3,8,0.1656,0.5417,0.8052,0.971,0.9743,0.6165,0.121,0.7604,0.3189,0.4919,0.7248,139.5889,5.4299,0.7643,42.3336,19.0436,14.6557,72,2.0616,48818,30,27.02,553,1080,1080,8536,0.1145,0.942,0.8653,0.9153,none,0.9225,0.1618,0.0258,229.8178,24.3622,v1.5,8,5e-05,350,0.812987,1.712707,1.256268,2.675562,1.55,2.95,0.7661,0.9418,0.5814,0.7814,validation,0.7702,1,high
76,A detailed urban street in fog,fashion,digital_art,medium,monochrome,16:9,173,34,0.7319,0.4594,0.5769,0.7845,1920,768,3,8,0.3578,0.9652,0.7914,0.8424,0.6311,0.9918,0.5272,0.7077,0.6367,0.812,0.9429,35.548,2.4922,0.9798,20.2951,28.6448,4.2913,63,4.1667,189552,24,54.63,984,1920,1080,8956,0.6053,0.515,0.5355,0.9271,wipe,0.5331,0.6339,0.2457,192.22,24.4137,v1.5,8,1e-05,249,1.329592,2.246292,0.893081,1.437695,2.24,2.9,0.7016,0.814,0.5559,0.6511,train,0.8116,1,high
77,A beautiful city skyline at sunset,sports,oil_painting,ultra,cool,3:2,174,22,0.6108,0.6801,0.6453,0.4076,512,1280,3,16,0.1918,0.9289,0.5837,0.778,0.2829,0.266,0.2633,0.6418,0.6044,0.979,0.6727,27.9854,6.1489,0.9075,27.9879,25.7936,14.8858,95,13.414,864170,24,51.32,527,1920,480,8864,0.2669,0.2771,0.6413,0.7186,pan,0.5258,0.4464,-0.8045,294.5916,43.4081,v1.0,2,0.0005,484,0.293505,0.784895,1.449573,2.855339,2.02,1.31,0.3236,0.9181,0.7214,0.5235,validation,0.7374,1,medium
78,A detailed city skyline at sunset,sports,artistic,low,pastel,9:16,43,20,0.6681,-0.3063,0.6644,0.7546,256,1280,3,8,0.2042,0.3894,0.4066,0.4112,0.1742,0.7491,0.2824,0.8259,0.4191,0.6785,0.4093,96.923,1.6874,0.7519,22.0366,14.7081,7.9404,59,6.2717,171083,30,59.29,748,1920,720,4450,0.5604,0.8265,0.5838,0.655,cut,0.6904,0.7189,0.3665,79.4225,31.3561,v2.0,1,0.0005,317,1.378472,1.349227,0.457938,2.283958,3.21,3.51,0.5723,0.7237,0.9705,0.6186,train,0.6212,0,low
79,A realistic city skyline in blue hour,landscape,cartoon,high,dark,3:2,100,11,0.8564,-0.2857,0.7476,0.5769,768,1024,3,8,0.2727,0.3295,0.7984,0.359,0.7995,0.385,0.7794,0.9515,0.3671,0.8307,0.7477,130.8152,1.9855,0.8091,30.0916,0.7729,11.3655,56,1.3643,723513,30,10.34,47,1080,360,6267,0.5742,0.8821,0.5343,0.6062,none,0.8305,0.1433,-0.0861,65.9899,22.8568,v3.0,16,0.0005,403,0.285322,2.064052,0.421732,1.311062,1.53,3.87,0.8901,0.984,0.7831,0.5635,validation,0.7312,1,medium
80,A detailed desert dunes in golden hour,sports,cinematic,low,pastel,21:9,180,5,0.6721,0.5462,0.7601,0.9155,1280,256,3,8,0.2176,0.9426,0.8285,0.4864,0.6684,0.633,0.516,0.4488,0.5671,0.4477,0.4155,64.5216,1.3793,0.9066,20.2589,19.1284,12.6245,39,9.4276,847340,30,8.14,1323,720,360,3757,0.6739,0.0604,0.5591,0.546,fade,0.9168,0.8917,-0.6646,259.2763,23.1247,v3.0,16,1e-05,484,1.351625,0.791422,0.579238,2.245026,4.29,3.8,0.8614,0.5394,0.6355,0.803,train,0.5161,0,very_low
81,A detailed night sky during storm,technology,modern,medium,vibrant,9:16,117,32,0.2031,0.214,0.815,0.7362,1280,1024,3,8,0.2955,0.4504,0.8429,0.8178,0.242,0.6382,0.203,0.3369,0.6808,0.5619,0.7354,175.0313,9.7047,0.6329,38.4706,25.403,13.8051,83,19.3109,552917,12,19.74,1539,1080,480,9570,0.6254,0.8883,0.6108,0.4706,zoom,0.8192,0.8865,-0.2298,169.2384,13.5907,v2.0,1,0.001,107,1.691772,0.264534,0.060214,0.659756,4.21,1.67,0.066,0.9715,0.7376,0.4373,train,0.6826,1,medium
82,A colorful urban street in golden hour,sports,modern,professional,monochrome,4:3,165,7,0.7276,-0.2765,0.6658,0.2352,768,768,3,8,0.4589,0.8188,0.673,0.7591,0.8249,0.2061,0.76,0.6241,0.9002,0.6167,0.6106,77.0681,4.5143,0.5795,30.6366,9.5483,11.662,15,11.0568,897442,30,44.41,1728,1920,720,2226,0.8914,0.4672,0.8892,0.4521,cut,0.426,0.4418,0.7812,28.0245,7.9438,v1.0,2,5e-05,346,0.981103,1.289549,1.144531,0.974608,3.3,2.75,0.1842,0.8274,0.667,0.8797,train,0.727,1,medium
83,A detailed flower garden in golden hour,food,watercolor,low,dark,21:9,124,14,0.6084,0.4991,0.766,0.1703,1024,768,3,16,0.1809,0.7636,0.5748,0.3457,0.2582,0.9164,0.2802,0.6662,0.6178,0.3413,0.4363,154.9594,7.5889,0.9253,30.9659,24.0008,10.7679,81,12.2446,777746,24,42.22,1596,1080,480,8597,0.8792,0.1987,0.7118,0.8895,zoom,0.5543,0.7756,0.0792,124.9751,24.1241,v1.5,16,0.0001,423,0.653007,2.143634,1.081659,0.131521,1.56,1.45,0.065,0.641,0.4601,0.9638,validation,0.6572,0,medium
84,A dramatic ocean view in morning light,landscape,cartoon,low,pastel,21:9,24,18,0.9697,0.7274,0.9951,0.5895,1024,1280,3,8,0.355,0.8074,0.202,0.3441,0.2705,0.8254,0.7992,0.4811,0.6117,0.9223,0.5158,169.5802,9.6831,0.9974,33.32,5.9102,7.3968,90,17.4971,569062,30,17.74,151,720,480,1242,0.6494,0.2234,0.5508,0.887,fade,0.7102,0.1236,-0.5014,104.3631,44.1174,v2.0,1,1e-05,494,1.362966,0.127846,0.005112,1.984999,2.54,1.96,0.2362,0.7084,0.6434,0.7139,train,0.7581,1,high
85,An amazing old castle at dawn,food,artistic,professional,dark,16:9,148,19,0.7603,-0.5299,0.6053,0.4285,256,512,3,8,0.4367,0.7325,0.287,0.5131,0.6114,0.1198,0.8068,0.5772,0.6369,0.5739,0.6802,197.9546,3.1272,0.5382,45.5385,1.715,5.3038,82,6.6518,882714,24,26.27,441,1080,720,7237,0.2672,0.3218,0.769,0.9962,zoom,0.8307,0.557,-0.5729,66.4098,14.4815,v1.5,8,1e-05,179,1.147597,2.437416,1.278625,2.985501,3.86,3.22,0.6343,0.9223,0.8722,0.5781,validation,0.7645,1,high
86,A realistic tropical beach at dawn,food,vintage,low,vibrant,1:1,90,10,0.4096,-0.9513,0.5764,0.2513,1920,256,4,16,0.041,0.5004,0.5405,0.9792,0.5492,0.8422,0.4698,0.9175,0.8258,0.9402,0.8174,58.3744,3.5879,0.8073,25.5843,1.436,16.7744,90,3.9615,119290,24,12.02,60,1080,720,9880,0.27,0.6166,0.6269,0.8452,dissolve,0.5079,0.6902,0.4059,100.6823,40.7102,v1.5,8,5e-05,451,1.564629,2.055265,0.451415,1.380294,1.95,4.34,0.0016,0.6329,0.8757,0.4893,test,0.7602,1,high
87,A serene waterfall at sunset,abstract,oil_painting,low,warm,21:9,141,20,0.2219,-0.4517,0.9213,0.8179,512,256,3,8,0.279,0.7158,0.7068,0.404,0.6629,0.5085,0.3848,0.4076,0.982,0.7122,0.6022,116.9805,9.0464,0.7137,46.9932,29.4398,20.8183,68,4.8113,149854,24,36.13,1264,1080,720,6503,0.412,0.641,0.83,0.943,dissolve,0.415,0.5355,-0.2724,291.2247,11.2282,v1.0,8,0.001,334,1.863684,1.154522,1.355354,1.960861,2.84,3.52,0.4692,0.7687,0.7115,0.6872,train,0.7212,1,medium
88,An amazing mountain landscape at dawn,landscape,cinematic,professional,warm,1:1,22,22,0.5341,0.349,0.7052,0.4379,1024,768,3,8,0.0593,0.6724,0.2348,0.5886,0.572,0.7404,0.7322,0.9587,0.9818,0.571,0.4245,56.2407,3.9716,0.8129,47.0414,25.6376,7.0196,66,19.3789,702448,60,41.07,1517,1080,1080,1990,0.6437,0.3976,0.8557,0.8864,cut,0.5413,0.8876,-0.3776,216.3992,17.5362,v1.0,1,1e-05,466,0.349135,1.787137,1.026044,1.178429,2.56,4.85,0.5739,0.8998,0.763,0.3181,train,0.6332,0,low
89,A realistic flower garden in morning light,food,digital_art,professional,monochrome,16:9,55,39,0.7114,0.8305,0.9234,0.1774,1920,1024,3,8,0.3939,0.5144,0.5779,0.7391,0.8485,0.2134,0.8572,0.4585,0.8827,0.8753,0.4482,64.0973,8.4064,0.7094,40.7891,4.0118,18.7638,96,5.4976,289728,24,50.85,1604,720,480,1529,0.1767,0.6294,0.5232,0.9396,cut,0.8296,0.5996,0.4283,130.2619,45.0442,v2.0,2,1e-05,251,1.869861,2.451313,1.273395,1.182249,4.33,1.78,0.758,0.8003,0.7173,0.3072,train,0.6407,0,medium
